ident;type;name;continent;iso_country;iso_region;municipality
EGCC;large_airport;Manchester Airport;EU;GB;GB-ENG;Manchester
EGCD;closed;Manchester Woodford Airport;EU;GB;GB-ENG;Manchester
EGCE;closed;RAF Wrexham;EU;GB;GB-WLS;Wrexham
EGCF;small_airport;Sandtoft Airfield;EU;GB;GB-ENG;Belton
EGCG;small_airport;Strubby Airfield;EU;GB;GB-ENG;Strubby
EGCH;heliport;Holyhead Heliport;EU;GB;GB-WLS;
EGCJ;small_airport;Sherburn-In-Elmet Airfield;EU;GB;GB-ENG;Selby
EGCK;small_airport;Caernarfon Airport;EU;GB;GB-WLS;Caernarfon
EGCL;small_airport;Fenland Airfield;EU;GB;GB-ENG;Spalding
EGCN;large_airport;Robin Hood Doncaster Sheffield Airport;EU;GB;GB-ENG;Doncaster
EGCO;closed;Birkdale Sands Beach Runway;EU;GB;GB-ENG;Southport
EGCP;closed;RAF Thorne;EU;GB;GB-ENG;Thorne
EGCR;closed;Croydon Airport;EU;GB;GB-U-A;
EGCS;small_airport;Sturgate Airfield;EU;GB;GB-ENG;Lincoln
EGCT;small_airport;Tilstock Airfield;EU;GB;GB-ENG;Whitchurch
EGCV;small_airport;Sleap Airport;EU;GB;GB-ENG;Shrewsbury
EGCW;small_airport;Welshpool Airport;EU;GB;GB-WLS;Welshpool
EGDA;closed;RAF Brawdy;EU;GB;GB-WLS;
EGDC;medium_airport;Royal Marines Base Chivenor Airport;EU;GB;GB-ENG;Chivenor
EGDD;small_airport;Bicester Airfield;EU;GB;GB-ENG;Bicester
EGDJ;small_airport;Upavon Aerodrome;EU;GB;GB-ENG;Upavon
EGDL;closed;RAF Lyneham;EU;GB;GB-ENG;Lyneham
EGDM;medium_airport;MoD Boscombe Down Airport;EU;GB;GB-ENG;Amesbury
EGDN;small_airport;Netheravon Airfield;EU;GB;GB-ENG;Netheravon
EGDO;small_airport;RNAS Predannack Air Base;EU;GB;GB-ENG;Predannack Wollas
EGDP;heliport;RNAS Portland Heliport;EU;GB;GB-ENG;Portland
EGDR;medium_airport;RNAS Culdrose;EU;GB;GB-ENG;Helston
EGDT;closed;Wroughton Airfield;EU;GB;GB-ENG;Wroughton
EGDV;small_airport;Hullavington Airfield;EU;GB;GB-ENG;Hullavington
EGDW;small_airport;Merryfield RNAS Air Base;EU;GB;GB-ENG;Ilminster
EGDX;medium_airport;St. Athan Airport;EU;GB;GB-WLS;St. Athan
EGDY;medium_airport;RNAS Yeovilton;EU;GB;GB-ENG;Yeovil
EGEA;heliport;Culter Heliport;EU;GB;GB-SCT;
EGEC;medium_airport;Campbeltown Airport;EU;GB;GB-SCT;Campbeltown
EGED;medium_airport;Eday Airport;EU;GB;GB-SCT;Eday
EGEF;medium_airport;Fair Isle Airport;EU;GB;GB-SCT;Fair Isle
EGEG;heliport;Glasgow City Heliport;EU;GB;GB-SCT;Glasgow
EGEH;small_airport;Whalsay Airport;EU;GB;GB-SCT;Whalsay
EGEL;small_airport;Coll Airport;EU;GB;GB-SCT;Coll Island
EGEN;small_airport;North Ronaldsay Airport;EU;GB;GB-SCT;North Ronaldsay
EGEO;small_airport;Oban Airport;EU;GB;GB-SCT;North Connel
EGEP;small_airport;Papa Westray Airport;EU;GB;GB-SCT;Papa Westray
EGER;small_airport;Stronsay Airport;EU;GB;GB-SCT;Stronsay
EGES;small_airport;Sanday Airport;EU;GB;GB-SCT;Sanday
EGET;small_airport;Lerwick / Tingwall Airport;EU;GB;GB-SCT;Lerwick
EGEW;small_airport;Westray Airport;EU;GB;GB-SCT;Westray
EGEY;small_airport;Colonsay Airstrip;EU;GB;GB-SCT;Colonsay
EGEZ;heliport;Nesscliffe Camp Helipad;EU;GB;GB-ENG;Nesscliffe
EGFA;small_airport;Aberporth Airport;EU;GB;GB-WLS;Aberporth
EGFC;heliport;Cardiff Heliport;EU;GB;GB-WLS;Cardiff
EGFE;medium_airport;Haverfordwest Airport;EU;GB;GB-WLS;Haverfordwest
EGFF;large_airport;Cardiff International Airport;EU;GB;GB-WLS;Cardiff
EGFH;medium_airport;Swansea Airport;EU;GB;GB-WLS;Swansea
EGFP;small_airport;Pembrey Airport;EU;GB;GB-WLS;Pembrey
EGGD;large_airport;Bristol Airport;EU;GB;GB-ENG;Bristol
EGGP;large_airport;Liverpool John Lennon Airport;EU;GB;GB-ENG;Liverpool
EGGW;large_airport;London Luton Airport;EU;GB;GB-ENG;London
EGHA;small_airport;Compton Abbas Aerodrome;EU;GB;GB-ENG;Shaftesbury
EGHB;small_airport;Maypole Airfield;EU;GB;GB-ENG;Maypole
EGHC;medium_airport;Land's End Airport;EU;GB;GB-ENG;Land's End
EGHD;closed;Plymouth City Airport;EU;GB;GB-ENG;Plymouth
EGHE;medium_airport;St. Mary's Airport;EU;GB;GB-ENG;St. Mary's
EGHF;small_airport;Solent Airport;EU;GB;GB-ENG;Lee-on-Solent
EGHG;small_airport;Yeovil/Westland Aerodrome;EU;GB;GB-ENG;Yeovil
EGHH;large_airport;Bournemouth Airport;EU;GB;GB-ENG;Bournemouth
EGHI;large_airport;Southampton Airport;EU;GB;GB-ENG;Southampton
EGHJ;small_airport;Bembridge Airport;EU;GB;GB-ENG;Bembridge
EGHK;closed;Penzance Heliport;EU;GB;GB-ENG;Penzance
EGHL;medium_airport;Lasham Airfield;EU;GB;GB-ENG;Lasham
EGHN;small_airport;Isle of Wight / Sandown Airport;EU;GB;GB-ENG;Sandown
EGHO;small_airport;Thruxton Aerodrome;EU;GB;GB-ENG;Andover
EGHP;small_airport;Popham Airfield;EU;GB;GB-ENG;Basingstoke
EGHQ;medium_airport;Newquay Cornwall Airport;EU;GB;GB-ENG;Newquay
EGHR;small_airport;Goodwood Aerodrome;EU;GB;GB-ENG;Chichester
EGHS;small_airport;Henstridge Airfield;EU;GB;GB-ENG;Henstridge
EGHT;heliport;Tresco Heliport;EU;GB;GB-ENG;Tresco
EGHU;small_airport;Eaglescott Airfield;EU;GB;GB-ENG;Burrington
EGHY;small_airport;Truro Airport;EU;GB;GB-ENG;Truro
EGJA;medium_airport;Alderney Airport;EU;GG;GG-U-A;Saint Anne
EGJB;medium_airport;Guernsey Airport;EU;GG;GG-U-A;Saint Peter Port
EGJJ;medium_airport;Jersey Airport;EU;JE;JE-U-A;Saint Helier
EGKA;medium_airport;Shoreham Airport;EU;GB;GB-ENG;Brighton
EGKB;medium_airport;London Biggin Hill Airport;EU;GB;GB-ENG;London
EGKC;small_airport;Bognor Regis;EU;GB;GB-ENG;
EGKE;small_airport;Challock Airfield;EU;GB;GB-ENG;Challock
EGKG;heliport;Goodwood Racecourse Heliport;EU;GB;GB-ENG;Chichester
EGKH;small_airport;Lashenden (Headcorn) Airfield;EU;GB;GB-ENG;Maidstone
EGKK;large_airport;London Gatwick Airport;EU;GB;GB-ENG;London
EGKL;small_airport;Deanland Lewes Airfield;EU;GB;GB-ENG;Lewes
EGKM;closed;RAF West Malling;EU;GB;GB-ENG;West Malling
EGKR;small_airport;Redhill Aerodrome;EU;GB;GB-ENG;Redhill
EGLA;small_airport;Bodmin Airfield;EU;GB;GB-ENG;Bodmin
EGLC;medium_airport;London City Airport;EU;GB;GB-ENG;London
EGLD;small_airport;Denham Aerodrome;EU;GB;GB-ENG;Gerrards Cross
EGLF;medium_airport;Farnborough Airport;EU;GB;GB-ENG;Farnborough
EGLG;closed;Panshanger Aerodrome;EU;GB;GB-ENG;Hertford
EGLJ;small_airport;Chalgrove Airport;EU;GB;GB-ENG;Chalgrove
EGLK;medium_airport;Blackbushe Airport;EU;GB;GB-ENG;Yateley
EGLL;large_airport;London Heathrow Airport;EU;GB;GB-ENG;London
EGLM;small_airport;White Waltham Airfield;EU;GB;GB-ENG;Maidenhead
EGLP;small_airport;Brimpton Airfield;EU;GB;GB-ENG;
EGLS;closed;Old Sarum Airfield;EU;GB;GB-ENG;Salisbury
EGLT;heliport;Ascot Racecourse Heliport;EU;GB;GB-ENG;Ascot Heath
EGLW;heliport;London Heliport;EU;GB;GB-ENG;London
EGMA;small_airport;Fowlmere Airfield;EU;GB;GB-ENG;Cambridge
EGMC;medium_airport;Southend Airport;EU;GB;GB-ENG;London
EGMD;medium_airport;Lydd Airport;EU;GB;GB-ENG;Lydd
EGMF;small_airport;Farthing Corner/Stoneacre Farm Airfield;EU;GB;GB-ENG;Bredhurst
EGMH;closed;Kent International Airport (Manston);EU;GB;GB-ENG;Manston
EGMJ;small_airport;Little Gransden Airfield;EU;GB;GB-ENG;St. Neot's
EGMK;closed;Lympne Airport;EU;GB;GB-ENG;Ashford
EGML;small_airport;Damyns Hall Aerodrome;EU;GB;GB-ENG;Upminster
EGMT;small_airport;Thurrock Airfield;EU;GB;GB-ENG;
EGNA;closed;Hucknall Airfield;EU;GB;GB-ENG;Nottingham
EGNB;closed;Brough Airport;EU;GB;GB-ENG;Brough
EGNC;medium_airport;Carlisle Airport;EU;GB;GB-ENG;Carlisle
EGND;small_airport;Crosland Moor Airfield;EU;GB;GB-ENG;Huddersfield
EGNE;small_airport;Retford Gamston Airport;EU;GB;GB-ENG;Gamston
EGNF;small_airport;Netherthorpe Airfield;EU;GB;GB-ENG;Worksop
EGNG;small_airport;Bagby Thirsk Prv Airport;EU;GB;GB-ENG;Bagby
EGNH;medium_airport;Blackpool International Airport;EU;GB;GB-ENG;Blackpool
EGNI;small_airport;Skegness (Ingoldmells) Aerodrome;EU;GB;GB-ENG;Skegness
EGNJ;medium_airport;Humberside Airport;EU;GB;GB-ENG;Grimsby
EGNL;medium_airport;Barrow Walney Island Airport;EU;GB;GB-ENG;Barrow-in-Furness
EGNM;large_airport;Leeds Bradford Airport;EU;GB;GB-ENG;Leeds
EGNO;medium_airport;Warton Aerodrome;EU;GB;GB-ENG;Warton
EGNP;heliport;Leeds Heliport;EU;GB;GB-ENG;
EGNR;medium_airport;Hawarden Airport;EU;GB;GB-WLS;Hawarden
EGNS;medium_airport;Isle of Man Airport;EU;IM;IM-U-A;Castletown
EGNT;large_airport;Newcastle Airport;EU;GB;GB-ENG;Newcastle
EGNU;small_airport;Full Sutton Airfield;EU;GB;GB-ENG;Full Sutton
EGNV;medium_airport;Durham Tees Valley Airport;EU;GB;GB-ENG;Durham
EGNW;small_airport;Wickenby Aerodrome;EU;GB;GB-ENG;Lincoln
EGNX;large_airport;East Midlands Airport;EU;GB;GB-ENG;Nottingham
EGNY;small_airport;Beverley/Linley Hill Airfield;EU;GB;GB-ENG;Beverley
EGOD;small_airport;Llanbedr Airport;EU;GB;GB-WLS;Llanbedr
EGOE;small_airport;RAF Ternhill;EU;GB;GB-ENG;Ternhill
EGOM;medium_airport;RAF Spadeadam;EU;GB;GB-ENG;Spadeadam
EGOQ;small_airport;RAF Mona;EU;GB;GB-WLS;Holyhead Island
EGOS;medium_airport;RAF Shawbury;EU;GB;GB-ENG;Shawbury
EGOV;medium_airport;Anglesey Airport;EU;GB;GB-WLS;Angelsey
EGOW;small_airport;RAF Woodvale;EU;GB;GB-ENG;Southport
EGOY;closed;RAF West Freugh;EU;GB;GB-SCT;Wigtownshire
EGPA;medium_airport;Kirkwall Airport;EU;GB;GB-SCT;Orkney Islands
EGPB;medium_airport;Sumburgh Airport;EU;GB;GB-SCT;Lerwick
EGPC;medium_airport;Wick Airport;EU;GB;GB-SCT;Wick
EGPD;large_airport;Aberdeen Dyce Airport;EU;GB;GB-SCT;Aberdeen
EGPE;medium_airport;Inverness Airport;EU;GB;GB-SCT;Inverness
EGPF;large_airport;Glasgow International Airport;EU;GB;GB-SCT;Glasgow
EGPG;small_airport;Cumbernauld Airport;EU;GB;GB-SCT;Cumbernauld
EGPH;large_airport;Edinburgh Airport;EU;GB;GB-SCT;Edinburgh
EGPI;medium_airport;Islay Airport;EU;GB;GB-SCT;Port Ellen
EGPJ;small_airport;Fife Airport;EU;GB;GB-SCT;Glenrothes
EGPK;medium_airport;Glasgow Prestwick Airport;EU;GB;GB-SCT;Glasgow
EGPL;medium_airport;Benbecula Airport;EU;GB;GB-SCT;Balivanich
EGPM;medium_airport;Scatsta Airport;EU;GB;GB-SCT;Shetland Islands
EGPN;medium_airport;Dundee Airport;EU;GB;GB-SCT;Dundee
EGPO;medium_airport;Stornoway Airport;EU;GB;GB-SCT;Stornoway
EGPR;medium_airport;Barra Airport;EU;GB;GB-SCT;Eoligarry
EGPS;heliport;Peterhead Heliport;EU;GB;GB-SCT;Peterhead
EGPT;small_airport;Perth/Scone Airport;EU;GB;GB-SCT;Perth
EGPU;medium_airport;Tiree Airport;EU;GB;GB-SCT;Balemartine
EGPW;small_airport;Unst Airport;EU;GB;GB-SCT;Shetland Islands
EGPY;closed;Dounreay/Thurso Airport;EU;GB;GB-SCT;Thurso
EGQB;closed;RAF Ballykelly Air Base (abandoned);EU;GB;GB-NIR;Ballykelly
EGQK;medium_airport;RAF Kinloss;EU;GB;GB-SCT;Kinloss
EGQL;medium_airport;RAF Leuchars;EU;GB;GB-SCT;St. Andrews
EGQS;medium_airport;RAF Lossiemouth;EU;GB;GB-SCT;Lossiemouth
EGSA;small_airport;Shipdham Airfield;EU;GB;GB-ENG;East Dereham
EGSB;closed;Castle Mill Airfield;EU;GB;GB-ENG;Bedford
EGSC;medium_airport;Cambridge Airport;EU;GB;GB-ENG;Cambridge
EGSD;heliport;Great Yarmouth - North Denes Heliport;EU;GB;GB-ENG;Great Yarmouth
EGSF;small_airport;Peterborough Business Airport;EU;GB;GB-ENG;Conington
EGSG;small_airport;Stapleford Aerodrome;EU;GB;GB-ENG;Stapleford Tawney
EGSH;large_airport;Norwich International Airport;EU;GB;GB-ENG;Norwich
EGSI;small_airport;Marshland Airfield;EU;GB;GB-ENG;Wisbech
EGSJ;small_airport;Seething Airfield;EU;GB;GB-ENG;Seething
EGSK;closed;RAF Hethel;EU;GB;GB-ENG;Hethel
EGSL;small_airport;Andrewsfield;EU;GB;GB-ENG;Braintree
EGSM;small_airport;Beccles Airfield;EU;GB;GB-ENG;Beccles
EGSN;small_airport;Bourn Airfield;EU;GB;GB-ENG;Cambridge
EGSO;small_airport;Crowfield Airfield;EU;GB;GB-ENG;Stowmarket
EGSP;small_airport;Peterborough/Sibson Airport;EU;GB;GB-ENG;Peterborough
EGSQ;small_airport;Clacton Airfield;EU;GB;GB-ENG;Clacton-on-Sea
EGSR;small_airport;Earls Colne Airfield;EU;GB;GB-ENG;Earles Colne
EGSS;large_airport;London Stansted Airport;EU;GB;GB-ENG;London
EGST;small_airport;Elmsett Airfield;EU;GB;GB-ENG;Hadleigh
EGSU;small_airport;Duxford Aerodrome;EU;GB;GB-ENG;Duxford
EGSV;small_airport;Old Buckenham Airfield;EU;GB;GB-ENG;Old Buckenham
EGSW;small_airport;Newmarket Heath Airfield;EU;GB;GB-ENG;Newmarket
EGSX;small_airport;North Weald Airport;EU;GB;GB-ENG;North Weald Bassett
EGSY;closed;Sheffield City Heliport;EU;GB;GB-ENG;Sheffield
EGTA;closed;Aylesbury/Thame Airfield;EU;GB;GB-ENG;Aylesbury
EGTB;small_airport;Wycombe Air Park;EU;GB;GB-ENG;High Wycombe
EGTC;medium_airport;Cranfield Airport;EU;GB;GB-ENG;Cranfield
EGTD;small_airport;Dunsfold Aerodrome;EU;GB;GB-ENG;Dunsfold
EGTE;large_airport;Exeter International Airport;EU;GB;GB-ENG;Exeter
EGTF;small_airport;Fairoaks Airport;EU;GB;GB-ENG;Woking
EGTG;closed;Bristol Filton Airport;EU;GB;GB-ENG;Bristol
EGTH;small_airport;Old Warden Airfield;EU;GB;GB-ENG;Old Warden
EGTI;closed;Leavesden Aerodrome;EU;GB;GB-ENG;Watford
EGTK;medium_airport;Oxford (Kidlington) Airport;EU;GB;GB-ENG;Kidlington
EGTO;small_airport;Rochester Airport;EU;GB;GB-ENG;Rochester
EGTP;small_airport;Perranporth Airfield;EU;GB;GB-ENG;Perranporth
EGTR;small_airport;Elstree Airfield;EU;GB;GB-ENG;Watford
EGTU;small_airport;Dunkeswell Airport;EU;GB;GB-ENG;Dunkeswell
EGTW;small_airport;Oaksey Park Airport;EU;GB;GB-ENG;Malmesbury
EGUA;closed;RAF Upper Heyford;EU;GB;GB-ENG;Upper Heyford
EGUB;medium_airport;RAF Benson;EU;GB;GB-ENG;Benson
EGUD;small_airport;RAF Abingdon;EU;GB;GB-ENG;Abingdon
EGUK;closed;Waterbeach Airfield;EU;GB;GB-ENG;Waterbeach
EGUL;large_airport;RAF Lakenheath;EU;GB;GB-ENG;Lakenheath
EGUN;large_airport;RAF Mildenhall;EU;GB;GB-ENG;Mildenhall
EGUO;closed;RAF Colerne Air Base;EU;GB;GB-ENG;Colerne
EGUP;small_airport;RAF Sculthorpe;EU;GB;GB-ENG;Fakeham
EGUT;closed;RAF Tangmere;EU;GB;GB-ENG;Tangmere
EGUV;closed;RAF Thorney Island;EU;GB;GB-ENG;West Thorney
EGUW;medium_airport;Wattisham Airfield;EU;GB;GB-ENG;Stowmarket
EGUY;medium_airport;RAF Wyton;EU;GB;GB-ENG;St. Ives
EGVA;large_airport;RAF Fairford;EU;GB;GB-ENG;Fairford
EGVF;heliport;Fleetlands Heliport;EU;GB;GB-ENG;Gosport
EGVG;closed;RAF Woodbridge;EU;GB;GB-ENG;Woodbridge
EGVJ;closed;RAF Bentwaters;EU;GB;GB-ENG;Woodbridge
EGVL;closed;RAF Little Rissington;EU;GB;GB-ENG;
EGVN;large_airport;RAF Brize Norton;EU;GB;GB-ENG;Brize Norton
EGVO;medium_airport;RAF Odiham;EU;GB;GB-ENG;Odiham
EGVP;small_airport;Middle Wallop Airfield;EU;GB;GB-ENG;Middle Wallop
EGVT;small_airport;Wethersfield Air Base;EU;GB;GB-ENG;Wethersfield
EGWA;heliport;Andover Airfield;EU;GB;GB-ENG;Andover
EGWC;medium_airport;DCAE Cosford Air Base;EU;GB;GB-ENG;Cosford
EGWE;small_airport;RAF Henlow;EU;GB;GB-ENG;Henlow
EGWN;small_airport;RAF Halton;EU;GB;GB-ENG;Halton
EGWU;medium_airport;RAF Northolt;EU;GB;GB-ENG;London
EGWZ;closed;RAF Alconbury;EU;GB;GB-ENG;Huntingdon
EGXA;closed;RAF Manby;EU;GB;GB-ENG;Manby
EGXB;closed;Binbrook Airfield;EU;GB;GB-ENG;Grimsby
EGXC;medium_airport;RAF Coningsby;EU;GB;GB-ENG;Coningsby
EGXD;medium_airport;RAF Dishforth;EU;GB;GB-ENG;Dishforth
EGXE;medium_airport;RAF Leeming Air Base;EU;GB;GB-ENG;Leeming
EGXG;medium_airport;Leeds East Airport;EU;GB;GB-ENG;Church Fenton
EGXH;medium_airport;RAF Honington;EU;GB;GB-ENG;Thetford
EGXJ;closed;RAF Cottesmore;EU;GB;GB-ENG;Cottesmore
EGXN;closed;RAF Newton;EU;GB;GB-ENG;
EGXP;medium_airport;RAF Scampton;EU;GB;GB-ENG;Scampton
EGXQ;closed;RAF Lindholme;EU;GB;GB-ENG;Doncaster
EGXS;closed;RAF Swinderby;EU;GB;GB-ENG;Swinderby
EGXT;medium_airport;RAF Wittering;EU;GB;GB-ENG;Wittering
EGXU;medium_airport;RAF Linton-On-Ouse;EU;GB;GB-ENG;Linton-On-Ouse
EGXV;closed;RAF Leconfield;EU;GB;GB-ENG;Leconfield
EGXW;medium_airport;RAF Waddington;EU;GB;GB-ENG;Waddington
EGXY;small_airport;RAF Syerston;EU;GB;GB-ENG;Newark
EGXZ;medium_airport;RAF Topcliffe;EU;GB;GB-ENG;Topcliffe
EGYC;closed;RAF Coltishall;EU;GB;GB-ENG;Norwich
EGYD;medium_airport;RAF Cranwell;EU;GB;GB-ENG;Cranwell
EGYE;medium_airport;RAF Barkston Heath;EU;GB;GB-ENG;Grantham
EGYI;small_airport;Strubby Glider Field;EU;GB;GB-ENG;Strubby
EGYM;medium_airport;RAF Marham;EU;GB;GB-ENG;Marham
EGYO;small_airport;North Coates;EU;GB;GB-ENG;
EGYP;medium_airport;Mount Pleasant Airport;SA;FK;FK-U-A;Mount Pleasant
EGZL;small_airport;Feshiebridge Glider Field;EU;GB;GB-SCT;
EGZV;small_airport;Lundy Island Airfield;EU;GB;GB-ENG;
EH-0001;small_airport;Tifariti Airstrip;AF;EH;EH-U-A;Tifariti
EH58;heliport;Brunssum Joint Force Command Heliport;EU;NL;NL-LI;Brunssum
EHAD;heliport;Ameland Heliport;EU;NL;NL-FR;Ameland
EHAL;small_airport;Ameland Airfield;EU;NL;NL-FR;Ameland
EHAM;large_airport;Amsterdam Airport Schiphol;EU;NL;NL-NH;Amsterdam
EHBD;medium_airport;Budel Airfield Kempen;EU;NL;NL-NB;Weert
EHBK;medium_airport;Maastricht Aachen Airport;EU;NL;NL-LI;Maastricht
EHDL;medium_airport;Deelen Air Base;EU;NL;NL-GE;Arnhem
EHDP;medium_airport;De Peel Air Base;EU;NL;NL-LI;Venray
EHDR;small_airport;Drachten Airfield;EU;NL;NL-FR;Drachten
EHDS;small_airport;Aero Club Salland;EU;NL;NL-OV;Lemelerveld
EHEH;large_airport;Eindhoven Airport;EU;NL;NL-NB;Eindhoven
EHGG;medium_airport;Eelde Airport;EU;NL;NL-DR;Groningen
EHGR;medium_airport;Gilze Rijen Air Base;EU;NL;NL-NB;Breda
EHHA;heliport;Amsterdam Heliport;EU;NL;NL-NH;Amsterdam
EHHE;heliport;Eemshaven Heliport;EU;NL;NL-GR;
EHHO;small_airport;Hoogeveen Airfield;EU;NL;NL-DR;Hoogeveen
EHHV;small_airport;Hilversum Airfield;EU;NL;NL-NH;Hilversum
EHHW;heliport;Buitengaats / BG-OHVS2 Helipad;EU;NL;NL-FR;Gemini Wind Farm
EHJR;heliport;K13-A;EU;NL;NL-ZH;
EHKD;medium_airport;De Kooy Airport;EU;NL;NL-NH;Den Helder
EHLE;medium_airport;Lelystad Airport;EU;NL;NL-FL;Lelystad
EHLW;medium_airport;Leeuwarden Air Base;EU;NL;NL-FR;Leeuwarden
EHMC;heliport;Air Operations Control Station Nieuw Milligen;EU;NL;NL-GE;Nieuw Milligen
EHMZ;small_airport;Midden-Zeeland Airfield;EU;NL;NL-ZL;Middelburg
EHND;small_airport;Vliegveld Numansdorp;EU;NL;NL-ZH;Numansdorp
EHNP;closed;Noordoostpolder / Emmeloord Aerodrome;EU;NL;NL-FL;
EHOW;small_airport;Oostwold Airfield;EU;NL;NL-GR;
EHRD;medium_airport;Rotterdam The Hague Airport;EU;NL;NL-ZH;Rotterdam
EHSA;heliport;Europlatform;EU;NL;NL-ZH;
EHSB;closed;Soesterberg Air Base;EU;NL;NL-UT;Soesterberg
EHSC;heliport;Lichteiland Goeree;EU;NL;NL-ZH;
EHSE;small_airport;Seppe Airfield;EU;NL;NL-NB;Hoeven
EHST;small_airport;Stadskanaal Airfield;EU;NL;NL-GR;Stadskanaal
EHTE;small_airport;Teuge Airport;EU;NL;NL-GE;Deventer
EHTL;small_airport;Terlet Glider Field;EU;NL;NL-GE;Terlet
EHTP;heliport;Maasvlakte Heliport;EU;NL;NL-ZH;Rotterdam
EHTW;medium_airport;Twente Airport;EU;NL;NL-OV;Enschede
EHTX;small_airport;Texel Airfield;EU;NL;NL-NH;Texel
EHVB;closed;Valkenburg Naval Air Base;EU;NL;NL-ZH;Leiden
EHVK;medium_airport;Volkel Air Base;EU;NL;NL-NB;Uden
EHVL;heliport;Vlieland Heliport;EU;NL;NL-FR;Vlieland
EHWO;medium_airport;Woensdrecht Air Base;EU;NL;NL-NB;Bergen Op Zoom
EHYP;heliport;IJmuiden Heliport;EU;NL;NL-NH;Ĳmuiden
EIAB;small_airport;Abbeyshrule Aerodrome;EU;IE;IE-LD;Abbeyshrule
EIBA;small_airport;Ballyboughal Aerodrome;EU;IE;IE-D;Fingal
EIBB;closed;Brittas Bay Airfield;EU;IE;IE-WW;Brittas Bay
EIBN;small_airport;Bantry Aerodrome;EU;IE;IE-C;Bantry
EIBR;small_airport;Birr Aerodrome;EU;IE;IE-OY;Birr
EIBT;small_airport;Belmullet Aerodrome;EU;IE;IE-MO;Belmullet
EICA;small_airport;Connemara Regional Airport;EU;IE;IE-G;Inverin
EICB;closed;Castlebar Airport;EU;IE;IE-MO;Castlebar
EICD;closed;Castlebridge Airport;EU;IE;IE-WX;Wexford
EICK;large_airport;Cork Airport;EU;IE;IE-C;Cork
EICL;small_airport;Clonbullogue Aerodrome;EU;IE;IE-OY;Clonbullogue
EICM;medium_airport;Galway Airport;EU;IE;IE-G;Galway
EICN;small_airport;Coonagh Aerodrome;EU;IE;IE-LK;Limerick
EICS;closed;Castleforbes Airport;EU;IE;IE-LD;Castleforbes
EIDL;medium_airport;Donegal Airport;EU;IE;IE-DL;Donegal
EIDW;large_airport;Dublin Airport;EU;IE;IE-D;Dublin
EIER;small_airport;Erinagh Airfield;EU;IE;IE-TA;Nenagh
EIFR;heliport;Finner Camp Heliport;EU;IE;IE-DL;Ballyshannon
EIGM;closed;Gormanstown Aerodrome;EU;IE;IE-MH;Gormanstown
EIGN;small_airport;Gowran Grange Aerodrome;EU;IE;IE-KE;Swordlestown
EIHH;small_airport;Navan Airfield;EU;IE;IE-MH;Navan
EIHN;small_airport;Hacketstown Aerodrome;EU;IE;IE-CW;Hacketstown
EIIH;small_airport;Abbeyleix Airfield;EU;IE;IE-LS;Abbeyleix
EIIM;small_airport;Inishmore Aerodrome;EU;IE;IE-G;Inis Mór
EIIR;small_airport;Inisheer Aerodrome;EU;IE;IE-G;Inis Oírr
EIKH;small_airport;Kildare Aerodrome;EU;IE;IE-KE;Kilrush
EIKI;closed;Killenaule Airfield;EU;IE;IE-TA;Killenaule
EIKK;small_airport;Kilkenny Airport;EU;IE;IE-KK;Kilkenny
EIKN;medium_airport;Ireland West Knock Airport;EU;IE;IE-MO;Charlestown
EIKY;medium_airport;Kerry Airport;EU;IE;IE-KY;Killarney
EILT;small_airport;Letterkenny Airfield;EU;IE;IE-DL;Letterkenny
EIME;medium_airport;Casement Air Base;EU;IE;IE-D;Baldonnel
EIMG;closed;Moneygall Aerodrome;EU;IE;IE-OY;Moneygall
EIMH;small_airport;Athboy Airport;EU;IE;IE-MH;Athboy
EIMN;small_airport;Inishmaan Aerodrome;EU;IE;IE-G;Inis Meáin
EIMS;seaplane_base;Mountshannon Seaplane Base;EU;IE;IE-CE;Mountshannon
EIMY;closed;Moyne Aerodrome;EU;IE;IE-TA;Thurles
EINC;small_airport;Newcastle Aerodrome;EU;IE;IE-WW;Newcastle
EINN;large_airport;Shannon Airport;EU;IE;IE-CE;Shannon
EIPT;closed;Powerscourt Airfield;EU;IE;IE-WW;Powerscourt
EIRT;small_airport;Rathcoole Aerodrome;EU;IE;IE-C;Rathcoole
EISG;medium_airport;Sligo Airport;EU;IE;IE-SO;Sligo
EISP;small_airport;Spanish Point Airfield;EU;IE;IE-CE;Spanish Point
EITM;small_airport;Trim Aerodrome;EU;IE;IE-MH;Trim
EITT;closed;Trevet Airfield;EU;IE;IE-MH;Dunshaughlin
EIWF;medium_airport;Waterford Airport;EU;IE;IE-WD;Waterford
EIWT;medium_airport;Weston Airport;EU;IE;IE-KE;Leixlip
EJN;small_airport;Ejin Banner-Taolai Airport;AS;CN;CN-15;Ejin Banner
EJT;small_airport;Enejit Airport;OC;MH;MH-MIL;Enejit Island
EKAC;seaplane_base;Aarhus Seaplane Terminal;EU;DK;DK-82;Aarhus
EKAE;small_airport;Ærø Airport;EU;DK;DK-83;Ærø
EKAH;medium_airport;Aarhus Airport;EU;DK;DK-82;Aarhus
EKAL;closed;Allerød Airport;EU;DK;DK-84;Allerød
EKAR;heliport;South (Syd) Arne Helideck;EU;DK;DK-U-A;
EKAT;small_airport;Anholt Airport;EU;DK;DK-82;Anholt
EKAV;closed;Avnø Air Base;EU;DK;DK-85;Avnø
